term,tf_idf
abal,0.949827329377054
abang,1.2562188271627113
abcdxyz,0.4684976716449655
abis,5.861706517182994
acara,0.8493897545827871
ad,3.6126882737755106
ada,8.452237551050622
ade,0.9236424859235224
adek,1.1937893663533647
adeknya,0.5218290772301852
adik,0.9349761593416637
adl,0.8520809534050134
advance,1.1179130475424048
ae,1.3953795826836357
agak,0.9276352274105005
agen,2.5653936356716716
aja,15.189069320019584
ak,3.2296981663934243
akan,4.894596811645566
akhirt,2.0505605741863837
aku,32.41799037321132
akuuu,1.3981749203861515
alisnya,1.0965385338249307
allah,3.9477762728734853
ama,2.023871702355954
aman,3.6301551787026285
amin,4.334210178506481
ampe,1.40634223122779
ampun,1.0673552321024293
an,3.2264704080417963
anak,7.249329885210271
anaknya,3.4043614213872693
aneed,1.1774675295164243
aneh,1.2758213569250738
aneut,1.3271853646744403
anjir,2.16516106225094
ank,6.742541670863115
ap,3.531844122166767
apa,24.280219056262244
apus,0.9493610184375645
aq,3.169594686308292
artis,2.8619452058488735
asikkk,0.5397191051982595
asli,1.4994679307509908
atasan,1.8313339903652748
atau,2.851288411736645
ato,1.271450278326565
author,0.9223045472820985
awal,3.356348510539382
ayah,3.996120616797477
ayo,4.582628396696214
ayooo,0.7962014880503613
baca,3.549081356467707
badan,0.8454272313246523
bagi,0.9235757276439324
bagiin,1.273236043450805
bagus,3.43792363333477
bahagia,1.507470049555957
bahannya,1.2531451692660736
bahasa,2.921902141759072
bahkan,2.966447084207246
baik,4.792073429446748
baju,1.2293649533325977
bajunya,0.7706541720436166
bakal,4.2625191584865805
bakalan,0.6778240912763983
bakar,1.254500162031831
balas,1.373055912939426
bales,1.3846206262947103
balesin,0.641930931867218
balik,4.054457490223659
bang,1.0741580090260463
banget,15.62628981265317
bangett,0.7857957343454025
bangettt,1.677865173549747
banggakan,1.3569085396865534
bangun,9.057152715752546
bantu,6.771106828641087
bantuim,1.7685414716463128
banyak,6.4484210454564295
bape,1.7841698665339023
baper,1.9179530510624994
barang,1.9127770761101086
bareng,1.2763535431332467
baru,8.833509717129242
bat,2.1701590081291657
battery,0.6419631379377405
bawa,2.046886076911069
bayi,0.6724808260085985
bbm,1.6883463616655656
beberapa,1.8080517128883273
beda,2.8247902893243495
bedanya,0.6051367381145139
begini,7.357263343870424
begitu,1.233762537208515
belajar,2.307543004160726
belakangnya,0.8180776335243346
beli,7.817491575060139
belikan,1.5404967006444865
belom,2.7798287415035206
belum,2.7844996017228887
benar,8.5234341481564
bener,22.967666636813586
beneran,2.692738648663956
bentuknya,0.8150966636073353
berak,1.1092037034112479
berani,1.8860313226997947
berapa,6.0822097422979695
berarti,1.739094427621938
berat,1.7166546365863684
berbeda,1.5918479819322866
berdasarkan,1.344263104934356
berdua,1.931949127134393
berhijap,0.9326011422242708
berhubungan,0.8402236938801702
berisi,2.5482892720402655
berteman,1.5051750364033367
berusaha,0.8206896852641536
besarin,0.688901925131004
besok,4.183003352667844
bet,1.9251118774075775
bets,0.8373426942030882
bgt,15.325199792081285
bgtt,1.0408976215240209
bgttt,0.7697385959445636
bgussss,2.369359801378975
biasa,2.634994742671276
bikin,7.848889387040853
bilang,4.328414751701646
birthday,1.0217234902360046
biru,1.2011628291426308
bisa,6.308458566169267
bisanya,2.399045387782632
bkin,1.1935467982466772
bleh,0.749201046578476
blg,1.133173772297662
blm,3.221500126969536
bngt,0.8218681545293927
bodoh,1.1035683346915808
boker,1.3724280596193514
bole,0.8141519005950437
boleh,3.8100191763635745
boro,2.480340465863337
bosan,1.3472035373157651
bosen,1.411012556597647
botak,0.9558184101578424
bpom,0.6587196572597567
brisi,1.0872272852929576
brp,1.315476404069527
bru,1.023418152350964
bs,5.745173948947939
buat,19.226037817583535
buka,5.615554727666544
bukan,4.119913944503468
bulan,8.498425182370154
buset,1.726733730015694
butuh,3.004465196259462
bwt,5.069145890121546
cakep,1.3315916659188987
cantik,3.070320776462931
cantinya,1.1477573848873497
cape,3.4097069754439207
capek,3.130200561680433
cara,9.27541930756133
caranya,1.9449207894755234
cari,2.3671046440574424
celana,1.0155838238210584
cepatan,1.1915138052900769
cepet,2.9095326632864293
ceritamu,1.24412093941925
ceritax,2.944020911777292
cewe,3.4707138151150896
cewek,2.0967359839799258
ceweknya,0.8733284103869814
cie,2.638017382579086
cinta,1.5747720002088326
cita,0.8384672817909364
ciuman,1.129134945725255
cm,1.2024151767804194
cmn,1.0277303643190072
coba,6.706645915411068
cocok,3.4563911887941123
comen,1.2397157235680245
confess,2.295430907079093
context,1.3075523223211571
cowo,4.45018337332021
cowok,3.451057345182631
cuco,1.1408654490939618
cukup,0.972864673444974
cuma,4.399490345787349
cuman,1.7115443328509514
curhat,1.5445933715966143
cw,5.345416460683895
cwek,1.2525154181983609
cwo,1.286103472445768
dah,3.328577663525266
dalam,2.2755532666901392
dan,5.643857196554473
dapet,4.01459487349374
dari,1.804963137690677
darimana,1.768758991598344
datang,1.3864436922655583
deh,3.6057944765565906
deket,1.276337575570278
denger,1.3866423375095107
dengerin,1.1817552317247195
depan,1.1186753987300588
dgn,1.1434245548028632
dh,1.5735881003328975
di,18.91366103930638
dia,9.595508928698393
diam,1.3117259230973897
diamkan,1.3682881108552434
diapa,1.4886508295735024
dibalas,2.0274863216103434
dibanding,0.8782088881435317
dibuat,0.794937203652238
diem,3.1005099759897616
diizinin,0.7169557779537306
dijadiin,1.5890804856605765
dijadikan,1.2705349157763228
dikasih,0.8337945378654983
dikatain,0.9865785502904298
diksi,1.7145212695426792
diminum,0.9250092791189161
dipake,2.2860510348746343
dipanggil,1.5584849558357479
diperlakukan,0.9399057665864222
dipisah,0.8197194384143414
diri,2.7101618230156745
dirumah,1.601695463878932
dirumahnya,1.0478019475502307
disini,2.1442924210030956
ditinggal,0.9252761611727418
dlm,1.3824853511835853
dlu,0.9190420235976857
do,2.851351159997572
doa,1.155464137459071
doang,4.64187218000056
dong,23.5526115377984
dongg,3.527301807376632
donggg,2.6418911454417655
doong,0.7525856343450458
dpn,0.9956202371589716
dposisi,2.028953161142716
dpt,2.9121533537169184
dr,7.112075764424328
drakor,1.1031664070985059
drama,0.8491782824185735
dri,1.3753638867245348
dua,0.6732440586222828
duet,2.4151204369265287
dulu,11.127381496010235
dung,1.4307995657602084
earphone,0.9964687287431151
eh,2.9105636882026795
elo,2.1972548346463476
emaknya,1.1126780007904444
emang,2.8149443839127413
embuh,1.2282831579972853
emg,2.31656196545494
emng,0.5633953772422484
enak,4.60511991265133
encek,1.0425321648059096
engga,1.8660317590385607
enggak,2.0617260444374854
eris,2.399103870412923
feeling,1.0948907826567762
film,5.6210660946886595
fokus,1.2279685844138188
follback,1.4047014756710277
follow,2.200986761957134
followers,0.8427251645972553
following,0.8169809364451854
forward,0.7273495986721674
foto,6.07159183428283
fotonya,1.492999298503614
friends,1.070545141947886
ga,30.244338937792957
gaa,2.451604172917433
gabisa,3.5291040093385733
gada,1.2067010828296427
gadiss,1.499754456765382
gaje,1.5617950286586342
gak,15.34880536123815
gakk,2.2646424567175187
gakpapa,3.050241614865567
gamau,2.376564438074467
gampang,1.7582504032292081
gans,8.61480500743156
ganteng,1.2258050281831023
ganti,1.8864437188126881
gapernah,1.526148124401162
gara,2.0564794488743057
gasih,2.1831301054497345
gatau,3.9013939939398536
gausah,1.197322904089935
gbs,4.135406801990111
gemas,1.7936274243519625
gemes,2.3981134398909054
gila,1.8159585704257437
gimana,17.14888120797812
gini,10.201219621038495
ginian,2.0357839244850866
gitu,11.634201014660503
gituu,1.267916104966678
gk,3.464579038945984
gmn,4.31474963338061
gmna,1.4854831222137739
gpp,1.1030921280563117
gt,2.827304181198954
gtu,0.8667993601797134
gua,1.4525394827279605
gue,29.85779945667163
gw,3.224813521412015
habis,1.683932067442252
hai,2.874966679566927
halo,6.1170661450345
halooo,1.0571329481249012
happi,1.5304591454197483
hapus,2.2267113352037966
harga,1.1289860720803908
hari,14.166563665547066
harus,3.6074415417299006
harusnya,1.1614851579688126
hati,3.936750670596253
health,1.0652918197442593
hehh,3.2114716360262343
helo,3.345338982842733
hidup,1.819671877658648
hilang,1.9023553774043378
hrs,1.9109546360367218
hrus,1.3980596540487793
hubungan,1.91802665134002
ibu,0.9850465755886249
ig,9.86880381785478
ih,1.8755705301737864
ikut,1.6706565602167647
ikutan,1.9504873470679582
ilang,1.2047234833438087
in,4.997192134590918
indo,2.2862119434903585
indonesia,1.1160737642299616
info,1.6711910879507397
ingat,1.3636657094924338
inget,1.6873018347844626
inggrisny,1.6594380952634833
ini,10.724035473094819
insecure,1.6317519700763534
instagram,1.9884332151082438
international,1.5516715849334952
interview,0.8670855909547097
iphone,1.1491494157808142
it,1.3364063630916574
itu,5.517588755720692
iya,1.9794268724234731
ja,4.889530387228348
jadi,10.679135891723233
jadinya,1.1896538884493888
jaga,2.1312676877611603
jakarta,1.2136144919933372
jalan,3.3415925496519736
jaman,1.6284239322627385
jangan,7.603494186189768
jangka,0.7614332153408294
jarang,0.926798802822044
jatoh,1.1223592212217839
jauh,1.4944469909456957
jawab,2.384254337866235
jd,5.334638464570115
jdi,0.969394827144998
jelas,1.3687636954526539
jelase,3.0642016280616953
jelek,0.8735471459467343
jenius,1.570683020620441
jg,2.045615922746312
jgn,1.8725219028455702
join,1.181833867539255
juga,7.681002710657698
jujur,2.440951831878649
jwb,2.577449920302058
ka,2.0447035485303573
kabul,1.0708139733039856
kadang,3.0161334631580092
kah,2.7794771551241078
kak,5.122960581131988
kakak,3.6952452577712096
kalau,10.198630852992709
kali,4.514290111273905
kalian,27.94263032692582
kalo,21.215436125923446
kamu,10.151549842851066
kan,9.350479471362236
kangen,3.164892275619202
kapan,2.652824914705715
karena,1.1727890340930203
karirnya,3.189038302762142
karna,2.3857917845993923
kartun,1.5009657150016653
kasar,1.096949423054348
kasi,2.2154263340474314
kasih,8.799336777090332
kata,5.356378743688193
katanya,6.826813426171003
kaya,6.8962828339125055
kayak,4.981498710628813
kayaknya,0.954996829424118
ke,11.116269058865763
kecil,1.9986693739720094
kecilpun,0.8030596176922986
kedua,0.8134166594913285
kek,4.446998157421585
keknya,0.5477389675273926
kelas,3.4069511288244336
keles,0.7348594145334824
keliatan,4.084272555504046
kelihatan,2.1686234806441957
kelompok,1.905702622026106
keluar,3.2719688060176693
keluarga,0.8269441756535293
kemana,1.918747678045778
kemaren,0.8824634287799301
kemarin,3.0844050753815946
kenal,1.3781006995374667
kenalin,1.2348456852326397
kenapa,4.453725481932717
kencang,1.0407237166777668
kepala,0.63005118983715
keras,1.3448497790148728
keren,5.297252953114272
kerjaan,0.817622945460827
kesampaian,0.6991340579549311
kesini,0.9005590188480385
kesuspend,1.5492027338619878
ketauan,0.9537558568875495
ketawa,1.448620279239862
ketemu,3.9531572793393592
kira,2.6493212255327174
kiri,1.1720214145691972
kirim,0.5339269034185798
kirimin,0.6368525686369213
kita,3.3742284115818064
kk,1.0685644672304975
kl,4.671058650048374
klen,1.0644632976701813
kli,0.7958561489136022
klian,1.9245111675553437
klo,5.225134400794365
klop,2.3016430354973356
klow,1.1356373658966126
km,3.416459995157876
kmrn,1.418850912818403
kmu,0.6656599252463027
kn,3.5765363439667923
knp,3.16888640118909
knpa,0.764762842426115
ko,1.2095494736604826
kok,7.548486745379299
komen,2.9285138943385722
komunitas,0.7574447353826305
kondisi,0.9005315579877216
konsul,2.1351716912507706
kontak,2.1093920423909425
kopi,1.1139029413693011
korek,1.5108298759544188
kosongan,0.7536119548070865
krn,1.9984476566548024
krna,3.0567182719628767
ku,5.4343090516829795
kuat,1.2178348482183148
kucing,4.39745411599227
kuliah,1.362767040211374
kuning,1.3094836287310978
kurang,1.6353852340130497
kurus,1.01099545193245
kutuu,2.2035908180022363
kuu,1.2505540036628997
kyk,1.133185323555772
lagi,6.427567951351058
lagiii,2.2827124879577823
lagu,6.4994267896348275
lagunya,1.5738286964777135
lah,1.54173467509349
lain,2.6812495852349936
lainnya,0.9509561868378875
lakuin,1.874258227780952
lalu,1.8856000680059755
lama,3.9495490137443863
langsung,4.96584678434577
laptop,2.4358888507989294
lawas,1.7675995476599837
lebih,5.430889677492497
lengkap,1.1027703582614472
lepasin,0.7917132523693661
lewat,0.9971203246936464
lg,3.833932144944428
lgi,1.606943059525744
liat,8.890344946577988
liatnya,3.2698389591207047
liburan,0.8928880809562891
lihat,3.128529823706562
listener,0.49115228080301476
little,0.659746208432298
lo,2.3076104062911886
loading,0.6324881703892368
loe,7.134502249239463
loh,0.54642394648389
loo,0.7171074764686327
lu,1.7666143087070265
luar,1.456334755037068
lucu,6.571283975433435
lucuu,1.2194390616458295
lumayan,1.369015368085965
lupain,0.6838688228559922
ma,2.5799013485246376
maaf,3.9488131377507893
maen,1.3694417309539477
mah,1.4593639445352755
mahal,1.8145366973230437
main,6.215799994837172
maju,1.0805788792916284
makanya,1.7089763399744542
makasih,11.52732076012409
make,2.980817333011691
makin,1.5511928470417893
maksudnya,0.7894426719026721
malah,6.132001633632267
malam,2.4306505576502837
malem,4.233525152836955
males,2.498764595007059
malu,1.1040135519692122
mama,1.128205971332568
mampus,0.812159705545825
mana,9.058095504109113
manis,3.5037002090278038
mantan,4.019125327376989
mantannya,1.1214193460920003
marah,2.0303286838285666
mas,2.5482678243210835
masa,4.464041139694247
masaknya,2.0192257997947882
masalah,2.110818331074326
masalahnya,0.6460299359721794
masi,1.6433472185632234
masih,6.277039081526238
masing,2.902560647054278
masuk,1.9422419251132972
masukin,1.7855890798166867
mata,1.632815755969455
mataku,1.3063335537605978
mati,1.0235821302628136
matii,0.589502528023986
mau,24.39435497883928
mba,1.3029255230055559
memang,1.4220970467816056
memilih,0.7266610002423499
menakutkan,0.5360708797349214
mending,8.246067518737226
menjadi,1.3155438073476524
mentah,1.2000223156014538
menurut,1.8370686606592903
meranin,1.1284081261366663
merasa,2.3121975983994973
mereka,1.013046872971704
merit,1.8438480332919949
mesti,1.555511495197298
met,2.559816618365899
mf,0.7377216235815693
mikir,1.2759391803880284
mikirin,1.3393882246452082
mimpi,1.078428002718779
minta,13.442811576427236
minyak,0.8437864313355943
miring,2.4614974039589765
mirip,1.0478714883775955
mksdnya,1.0123747205825175
mnjdi,0.948618971580133
mnta,0.568178101186531
mo,2.2182831310869275
model,2.4350770457471365
modes,0.8457146008646598
mohon,0.8131398700240262
motivasi,0.9429590019728222
mrk,0.9439569802075567
msh,1.2290806311649052
mu,2.6629143517170917
mual,2.592356250731667
muda,1.157622097007477
mudah,1.9372676481155748
muka,1.5323619630108325
mulut,1.2410632227511422
mungkin,2.4046148487671135
murah,0.9770398920779788
muslim,1.8964716859599429
mutuain,4.847060928095654
mw,1.6141556768995768
my,3.752246171591604
nah,1.4043235538165222
nahan,0.9768364716075075
naik,1.1905476440791674
naksir,1.4955559410695103
nama,3.22748837014858
namanya,2.382958713981377
nambah,1.5735827343232989
nangis,3.4034666078399445
nanti,1.9082319737622806
nanya,3.9580019288409205
nenek,1.1235734720294048
ngaca,1.5702760744925077
ngajak,1.994703039816344
ngak,1.1840260064614945
ngantri,1.2890056367326292
ngapain,2.3489087777393176
ngarep,1.254035046828489
ngasih,2.4607553712155976
ngatain,0.8814102994056631
ngecek,0.9627029045581244
ngecrushin,2.800793695236521
ngehina,0.6218565113589868
ngelakuin,0.981504281185296
ngeliat,2.2161026694671175
ngembali,1.1950416765323584
ngerasa,4.658159963298152
ngerasain,1.8581738242220855
ngerti,1.06859859618819
ngetik,1.1715372584699466
ngeuh,1.1854204818923604
ngga,7.3412901390151335
nggak,2.9846523250339887
ngirim,1.527177353925752
ngk,1.376271113007087
ngobrol,1.7958731121391358
ngomong,3.9550728403585618
ngtif,0.5401145581527838
ngucapin,1.2408487019388357
ngulangin,0.5218290772301852
ngumpulin,0.9880507948782837
ni,5.044385993081418
nie,3.4824475161796835
nih,3.164773347370279
nnti,2.135094754086059
nomor,1.3103388470050947
nonton,2.8856629007144985
normal,1.1532224000661253
november,8.449112409507228
nraktir,1.216278596286169
nt,0.48292639228783657
ntar,1.3435005150995565
ntn,1.6661341897281616
nuduh,0.6228149535531899
nunduk,2.4935458961839734
nunggu,0.8766595584291836
nungguin,0.5258852090469115
ny,1.5133584240791476
nya,17.454739606362146
nyaa,0.6214107344165258
nyah,0.6993839110913019
nyakitin,0.9842250237550063
nyalahin,0.5776026184614356
nyamain,0.503349398121937
nyari,2.293574096394526
nyesel,1.8951122737588215
nyoba,1.7240344940545047
october,2.13910591202081
offline,1.5827565814163282
oh,2.2077225678562815
oktober,2.7724774788559294
olahraga,0.8006620237111384
online,1.0664666623116714
ono,1.6955363998095674
or,6.411015056439469
orang,11.298113912875927
order,0.7969958926262727
org,5.3476068245297474
ortu,2.829734473557109
pacar,5.450474383627653
pacaran,3.8934022177909666
pacarnya,1.085482014141148
pada,1.2069275865065239
padahal,4.634489720454898
padet,1.194788486179734
pagi,8.77507696120363
pahami,1.5776130479283825
pakai,3.2063687684734012
pake,17.208509469559534
pakek,1.4370885670337348
paket,1.909743837482687
paling,2.755165833848296
pantas,2.789151166874352
pantes,1.3401388080002685
parah,2.5279264750451778
pas,11.403846287405576
pasangan,0.7865840176474559
past,1.4296652413372268
pd,1.4163444769440268
pdhl,1.4830535210933034
pejabat,0.6656365262401069
pelajaran,0.8053546550820763
peluangnya,0.4684976716449655
pen,1.9151570713146917
pendapat,1.0108978471746135
pengen,9.818201513603931
pengin,3.219648511139231
penting,2.6431511212601664
penuh,1.1080466800551199
people,1.6758065284715804
perasaan,1.776498961695762
perawatan,0.5740872580011296
percaya,0.8772226721345375
pergi,1.429964332042092
periksa,0.5909388157593829
perlu,1.4916589516378704
pernah,8.921281497088696
persiapan,0.7284659255932401
personil,0.7148610458739042
pertama,1.714345780182974
pertemanan,0.8826007089200838
pesan,1.731164364713873
pesen,1.2819992972947256
pgn,1.4985927483265264
pikiran,1.5349343640728825
pilih,1.7722436752261743
pin,5.166209620395573
pindah,1.3214594985691508
pink,2.9010520086727785
pinter,2.9792888212116613
pipinya,1.7659090157042636
pke,1.5982879827184853
pla,1.0650880337012683
playlist,2.4806665503218808
pling,1.0865719425060767
poko,0.7701592526354525
pokok,1.125612632989209
pokonya,1.0045593313481822
pol,1.1179743377206008
ponakan,0.7293346723820733
portofolio,0.6390505092465225
posisinya,0.6510391698753091
postingan,0.7403338436921567
prefer,1.5474619612864524
pretty,0.946115652732487
prh,0.9809321711165185
prinsip,0.5867497187995454
prnh,0.7125933935770581
produk,1.128793255756308
pst,1.7833915291060238
pulsa,1.6761146361641448
punya,11.783512163112547
pura,1.864487639967606
pusing,2.020502752681014
putih,1.0203930092961873
qt,2.3150813516203304
rambut,1.288958884012557
rame,1.8209675845046844
rana,2.905567923446609
random,3.3957031184331234
rapi,0.6033957517618896
rasakan,0.5533494014387657
rata,0.5799153693358445
really,0.549189358094016
record,0.8220097808100353
rekomendasi,1.2109329493637881
rekomendasiin,1.3337636481746138
relationship,0.5699119511138162
repot,6.223351050275036
responden,0.7036995947875957
retweet,0.6874262460876579
reward,0.8785866704358245
ribet,1.6923658546171243
ribu,2.7747016574694503
ridho,1.6282604188065124
romance,0.7067761089800189
romantis,0.6123124265453945
rumah,4.912033648788399
rupa,3.7399395204931603
saat,0.6700658435786835
sabar,1.688756176227235
sadar,1.6596659642468254
sahabat,1.4115812184549903
saja,14.750336788912122
sakit,4.754032366422382
salah,6.968412220334434
salam,1.23692658991236
saling,2.831898223090404
sama,21.25708460676812
sambil,2.9197911311418
sampe,7.130332569712054
samping,1.2438052159084751
sangat,1.3774193506410985
saranin,7.623568780334368
satu,2.0096701525692797
say,3.7271416522053515
saya,1.2931792013385308
sayang,2.451720005347889
sebelah,3.1135913696413704
sebelumnya,4.522153387041609
sebenernya,1.9274119127982985
second,1.2212982406401434
sedih,5.005458541108328
sedikit,1.0977569078633418
see,2.0336775691384195
segala,1.0641474855036113
segar,1.0908765370541307
seger,1.9681073180416357
sekali,2.3884842158149064
sekalian,1.9959710079846893
sekarang,6.071449957775787
sekolah,4.668351431303185
selalu,3.042862381300361
selama,1.76338832070044
selamat,4.206758723770538
selingkuh,1.9589425439516206
semangat,2.188870598637494
sembuhin,1.997245890661334
semester,1.2774373899922347
semisal,1.2873777019360608
semoga,1.9398208838324802
sempet,0.9199248142746854
semua,6.893423941483672
semuanya,1.483254488011373
senang,0.98794662799225
sendiri,8.574528064485612
seneng,2.289001467596187
sepatu,1.3414327057447224
seram,1.6377205084855817
serem,1.2626495552075656
sering,2.394864243965444
serius,2.7829885231814013
seru,2.0818500792089787
seseorang,1.3856486480215617
shat,6.6304010716244335
si,6.9288364522482855
siapa,5.524674040631454
sich,1.5057223932479564
sie,1.402082318055503
sih,12.106864658263845
sihh,1.201876579695948
sini,1.3009603935805254
sirik,1.71969112284112
sista,0.9922645761483483
skincare,1.896186848345255
skrg,1.7460174435834301
skripsian,0.52159103425587
skrng,1.4736050355164272
slam,0.9951646010492312
sll,5.643270373288635
sm,14.51926159882498
sma,2.435128581118886
smpe,1.3115259691774992
smw,1.028024723219968
so,2.5034909435459043
soal,2.3205057114097265
soalnya,5.51394594051314
sok,1.7801782806291084
sosmed,0.5168493365059841
sotoy,2.164272451328402
sp,1.6331120166087936
spotify,1.4976509290209314
spt,0.952686558944277
stiap,2.8015303340256374
suami,0.6255723240917608
suaranya,5.820076227031802
sudah,3.0054377691674325
sudh,0.8693518738667764
suer,2.03383103324402
suka,10.823408222511096
sukanya,0.885464921772915
sumpah,1.5368063679556458
supaya,0.8930260661033109
surga,0.9402621476535552
suru,3.3920725217995775
suruh,3.048474208640952
sy,2.329200886302292
syg,0.642311199136471
tadi,2.916579643375013
tahan,1.2675707528225664
tahun,6.136409081007399
tak,0.785710485913966
takut,7.419466207619067
tambah,1.0751870792778218
tambahin,0.741652351109515
tanda,0.8292214158537566
tandanya,0.723003424479786
tanggal,1.6195124084774473
tanggung,1.0046991877528937
tanya,3.521436242158157
tanyain,0.8943053887326188
tapi,4.163837829441293
tau,10.777836953998682
taun,1.1083290949046125
td,0.8991029552248511
tdi,1.3204446100915839
tebel,1.1473474767669787
telepon,1.1003922754886677
teman,4.067420871865323
temanku,1.5133649852948947
temen,11.23467102832397
temenan,3.18796602400197
temennya,1.144889803162904
tempat,3.1498229033493867
tengah,0.8095294038893905
tentang,2.4181724508296836
terasa,0.8933966287653619
terima,3.530279303579327
terkenal,0.9337682751375842
terlalu,2.397974858365548
termasuk,1.2431416852425197
ternyata,3.9511342012306363
terus,12.516196246905327
tetap,2.5394213566536736
tetep,4.110714628849644
tgl,1.112886703009205
than,6.337520448560051
thn,5.637277864796197
tiba,3.5290201200905393
tidak,4.556757830436799
tidur,7.204562945809155
tiktok,1.1692808094857514
tinggal,1.1379172217107134
tipe,2.0528370059195424
tips,1.6179945612381614
titipan,9.333953285237682
tium,1.8575901233742282
to,6.91765534476438
tolong,4.0391109105842355
toxic,0.9028716046935829
tp,18.360291173506234
tpi,3.360348168371255
trnyata,0.6426158414772817
trs,5.2156332496101605
trus,13.117627861063058
tsb,1.2339764426205608
ttep,0.71920567566768
ttp,1.9254428573352962
tu,2.88222579131855
tua,2.149578600293758
tuanya,0.622218643844626
tuch,1.5480375973807128
tuh,6.654712718117459
tuk,0.9410870042081015
tunggu,3.366304017646768
turun,2.5040436378336524
tw,2.396692426665723
twitter,2.2253573214212063
tx,0.8229446540209236
uang,0.9979961111840034
ubur,2.585512130407557
ucapin,0.6070317803693811
ucul,0.6661379331011563
udah,17.491022692943375
udh,4.780619518643462
ulang,2.8085952633341935
ultah,3.221432096456317
unlabeled,2.829976686573107
untuk,2.418636858580963
update,2.0155540491163855
urat,0.8080709289512557
usah,0.4684976716449655
username,1.346977935785475
ush,0.8626373551384144
utk,2.1781192176500728
uwee,0.9294520765442777
virtual,1.37029339057829
wa,5.47778644628616
wajah,1.1790023321426986
wajar,2.8069129386556306
waktu,3.6270895951890103
waktunya,1.1197677478064065
walaupun,0.9722324023715991
wanita,0.8633331808351783
warna,2.221535727855868
waww,0.600542397343096
website,0.9834224315381022
webtoon,1.0358688926994895
welcome,1.4005860359149938
wih,2.4972534884681155
willing,0.6223894086061192
without,1.3058777191640105
wkwkwk,0.9858265072112746
wlo,1.2726992548236638
woles,0.890965338703154
wow,4.306329790125268
ya,26.09858741746569
yaa,11.93262719370391
yaaa,3.8918881475362923
yaallah,0.9370192838052425
yah,3.647649353920899
yang,13.42708408345581
yaudh,1.2407613242183233
yearbook,1.259564840284956
yep,1.3684686275881157
yg,29.524806163138063
yh,3.027227491502199
yoo,3.7407715344603214
yu,7.778500147816706
yuk,10.626821262440622
yukk,1.4781544562631668
yukss,3.4675829634709388
yuu,0.9760312580929849
yuuu,1.4670896952610604
