,finale,sentiment
663,tw insecure sender akhir akhir ngerasa insecure banget sender udah sakit minggu pas sakit muka sender muncul banyak jerawat bruntusan cara biar tenangin jerawat gimana ramah kantong soal sender ajar,O
664,kakak kakak nakes bantu jawab aku kurang paham soal aku tadi abis liat orang luar tktok live plastic surgery bilang for educational purposes live kaya gitu https tco znj,O
665,kalian tuju ga sama kalimat kalo cewek suka duluan nt wdyt guys,O
666,mun aku tahap depresi banget sama soal aku ga pernah ngerjain soal ide ga dapet banyak apa latih tetep aja ujung gabisa aku coba ajar awal tetep aja kalau ngerjain soal gabisa waktu aku cuma tinggal bulan aku gabisa cont,N
667,punya ga sih tips biar aku ngerjain latsol,O
668,td nganterin kakak ku dealer honda guys trus nanya nanya harga motor lah tiba tiba nyeplos mulut sembrono mbak kalo nmax berapa padahal situ kaga nmax mbaa mba nya lgsg jawab eheee kalo nmax yamaha mbak mana banyak orang,O
669,cowoku dulu pernah kegep ngepap cewe terus kemaren ngelike snapnya cewe jg punya cowo tp friendly siapa tu nguras tenaga bgt yaa,N
670,kalian klo waxing trs gagal bulu gakecabut kalian ulang udahan dlu,O
671,habis dicurhatin temen jadi rasa jg manusia,O
672,nonton film jepang tuh sih dah nyari gak adaaa mau nonton kalo tau nontonnya plis kasih tau judul even if this love disappears from the world tonight konya seka kara kono koi ga kietemo kata film sedih bgt plis cont tco vddg,O
673,notice mf,O
674,aku masuk org mandiri serba simple gamau ribet eh dapet pasang kalo masalah dikit ribut ngalahin perang dunia anjay mantap info jual pacar,O
675,pikir w penuh banget ken dikeluarin gaada diajakin ngobrol takut kira oversharing ngeluh mulu,N
676,sender sama gagal terus guys knp yaa pdhl udh kasih bedak olesin sesuai tumbuh rambut cabut lawan arah tp ttp gakecabut knp yaa merk waxnya ngaruh ga sihh ak pke brndiva btw sakit bgt woe udh ulang trus smpe merahh tco,O
677,cw rp randomly ken back saranin muse cowok gen gitu gak tia,O
678,cape kerja buka hp lgsg nang tco,N
679,pernah fase bingung lapar lapar endingnya makan engga,O
680,kalo mau ghosting tuh jangan nanggung nanggung mending langsung ngilang jangan ngilang muncul ngilang muncul,O
681,kepala berisik banget yaa,N
682,mau aku curhatin ga masalah cowok,O
683,gais udah usaha baik tetep aja kurang,N
684,apaa guyss tco,O
685,duh sender punya benjol perut kiri bawah besok mau rs doain moga ga napa,O
686,gimana cara jd orang bijak,O
687,aku sama ex crushku aku move on beda kelompok buat pagelaran aku sama sama sama jadi keyboardist emang udah pro aku baru ajar jiwa competitive aku gamau kalah sama jadi aku pesimis takut jadi jelek,N
688,tempat kalian tinggal deket resto makan minum kenal sebutin,O
689,your unlike things,O
690,guys aku akhir gabisa nang kek nahan gitu pdhl aku sedih bgttt blm lega klo blm nang,N
691,tau ga cara repost story instagram lama gimana tia,O
692,pernah ga si kalian diem doang bilang judes muka kek judes padahal biasa aja,O
693,aku kira bakal kosong mlompong tco,O
694,tau nggaa jual masker duckbill cap permen love smile bulan gituu bentuk lucu plis kasih tau sender kalo di oren yahhh thankyou titip tco,O
695,pap last chat todaaay,O
696,pagi adik kakak om tante cing,E
697,ngerjain tugas gak buka google krn cuma punya kuota sosmed main twitter bilek tco nuazpvhnsw,N
698,guys rasa punya temen banyak gimana deh ak penasaraaannn,N
699,beberapa bulan aku kan gamon terus hari tepat hari pertama aku sama mantan jadi jadi aku coba baca chat lama aku ga ngerasa sedih samsek apa aku udah move on,O
700,tau ga template apa edit mana makas sblumnya sc pinterest tco hhsgfsrgbn,O
701,guys saranin lagu macam orchestra gtu dong nada bkin relax gtu gapapa thanks,O
702,ganti nama wifi kek gin yay nay berisik bgt kamar belah kost sender tco aimbpuracj,O
703,cowok temenku nanya sifat karakter temenku aku aku gatau jawab apa mending gimana ngeyel ken tau sifat cewenya aku aku udah bilang cari tau sendiri tetep ngeyel,N
704,streamingan piala dunia gratis dong guys,O
705,gue jadi tempat cerita gua pendam banyak cerita ken gua ceritain gatau siapa ahaha,N
706,tips cara hadap fase gamon dong guys,O
707,hari sender ngalamin buruk sedih bgt sampe sender mau nang aneh sender gk nang i just find myself even more empty than before can u guys help me ksh kalimat tenang apa krna sender bingung knp jd ky gin tysm,O
708,hai teman jangan tidur teman,C
709,tips angle foto aesthetic buat fotoin doi klo bareng gitu dongg,O
710,rekomendasiin lagu vibe nya kaya sedang sesat hutan gitu dong hehe kaya bon iver sama taylor maaciii,O
711,jam gin bukan nangisin org malah nangisin diri sendiri,O
712,hajshshshs lucu bgt ni orang gua jual aja apaya tco krliyuwu,O
713,guys muslim blh dgr lagu ga sih tco pmdftkryvy,O
714,uninst ig for a better life y n,O
715,idk what i have to do tco faqw,O
716,tw lgbtq lgbtgq hi can i get a hug aku baru aja tau ibu kalau aku pacar sama perempuan and yea i just need a hug rn,O
717,tw kecoa sender bangun gara kecoa jalan tang,O
718,plis bantuin dr kemaren malem gak nemuu sampe gak tidur tco twr,O
719,gue katain jelek sama temen cowo gue emang tu anak satu,N
720,kacau kacau ngerjain tugas dengerin lagu cas,N
721,seruu bgtt tauu kalo misal smaa bestie ngobrol nya positif seruu engga ghibah n ga bicarain cowok doank,E
722,somg that make you miss the relationship you never had,N
723,ngga lagu ngomongin orang rasa paling sakit pdhl awal salah spill dong,O
724,bener jadi barusan kucing sy kelah gan tco gdmmmrgmuz,O
725,kalian pernah ga sih uda ngantuk banget tp baru aja abis makan sender lg ngalamin haha mau tidur kenyang gni tp ngantuk banget,O
726,nomor hp pernah dipake nyata ga hangus mama br beli nomor tp pas cek buanyak bgt sosmed aktif nomor,O
727,ai wo hitotsumatane matane yoru ni saku ondo totomoru made,O
728,kalian gmna dah tidur kaaan tco ohbyccv,O
729,dingin banget kamar pake ac norak bgt aku klo matiin pda bangum gk aku lgi ga tidur kamar sendiri,O
730,how long would u wait till u say i love u to someone,O
731,info shampoo ngurangin minyak kulit kepala dongg,O
732,boboo aku bikin fake skenario sini tco wgeidk,O
733,i miss my almost lover engga kuat tadi nang,N
734,parkir mall penuh akhir ibu budi putus,O
735,lg cari mas gondrong jkt mlg naik bis trans nov kmrn,O
736,etis ga si cewek curhat sama cowok orang,O
737,i only had love for you,O
738,sender kan kmrn tipu pulsa tp sender pikirin knp tipu minta pulsa bukan duit ewalletnya mksdnya emg pulsa dijadiin duit,O
739,kalo stlh putus hubung kalian baik aja sma mantan trus mantan kalian nikah ngundang kalian bakal dateng gak,O
740,definisi nemenin tu gmn yh konsep kok banyak beda beda wkkw jadi bingung,O
741,i feel so bad for my self,N
742,anak kosan kalo nutup pintu kaya gempa,O
743,kalo pake make up trus solat gapapa aku bingubggg,O
744,hi aku baru bangun kereta gabut banget baru samps tuju jam,O
745,kalian tim bangun tidur klo sender bangun,O
746,real haha tco xmqgowuppn,O
747,muslim ga puasa saur dulu,O
748,pagi semua,E
749,jam gin kalian ngapain nih kalo sender rebah hehehe,O
750,ovt berapa cinta kalian pacar kalian skrg,O
751,mau nanya dong kalian minta ditebengin org suka ngasih uang bensin gak aku selalu nebengin orang jarak lumayan muter jauh tpi gak kasi uang bensin sjaksjsk,O
752,sender mimpi dimarahin my ex karna ga sengaja pencet nelfon,O
753,aku bingung mau gimanaa temenku cantik banget tco kjsfsrq,O
754,maksud naga apa sih,O
755,sebut giat kalian hari,O
756,kocheng kamu naik meja kan jadi lempar sama galak tco sdrsdz,O
757,jam jam kebelet boker,O
758,nyata anak peringkat paralel sklh sender tuh tiap uji buka google,O
759,hari sender ultah blum ucapin samsek mita ucapin,O
760,qrt randommm buat semangat hari,O
761,all met beraktifitas hari kamis bwat km yank manis tco myvvl,E
762,gaesss kalo misal mau upload video gdrive gagal mulu tuh beneran ga ngerti soal heheh makasii,O
763,aku anak sanggar tari jd aku tau acc ig sanggar tari tp aku ga tau nama doi acc doi help prenn aku dm aja acc sanggar tari buat nanya acc doi nama doi,O
764,kalian kalo panas gitu pusing ga gais karna aku gemuk,O
765,girls only yg kalo mau dekat haid mual redain mual pas pms gimana aku baru pertama kali kayak gin udah minum kayak eneg gitu,O
766,thoughts on orang insecure salahin orang misal insecure soal a ntar ngomong gara gara jadi gue gak sayang sama diri sendiri,O
767,user redmi only hp kalian pernah mulu ga kek kalo buka aplikasi langsung mati telpon langsung mati hp ku kek gitu sekarang cara benerinnya gimana,O
768,halo pernah jual tiktok live ga aku mau tanya tanya sedikit buat metode teliti kuantitatif kuuu nih thank u,O
769,sender sama penuh kok jaring nya bagus aja asa tco tco rolqm,O
770,cw kpop guyss aku ken ngepoin seventeen saran dong konten apa aja kutontonn aku cuma pernah nonton gose hantu ituu saran gaa lebih seru ngakak ngenalin sifat lebih jauh makasii https tco,O
771,mitos gaksi kalo ip gaboleh charger sampe,O
772,apa bikin kalian sama discord,O
773,kata usaha enggak menghianati hasil nilai pas ku jelek banget padahal aku ajar sampe malem,N
774,cewek friendly emang salah,O
775,halo tiba tiba laptop gabisa konek wifi mau tanya tau ga cara ngatasinnya gimana aku udah liat tutor yt tetep gabisa tco,O
776,baru tau naga awal sini tco wtgajuswqy,O
777,kalian bh turun bulan tuh boros ga tia,O
778,guys tau matiin gak kalian nya https tco oqf,O
779,semuaaa hari sender ulang tahun pas bgt uji doain smoga lancar yaa hv a nice day guyss,E
780,embun nya spti portal tuju isekai tco xyko,O
781,tempat badminton recommended jogja guys,O
782,kalo ngejar kamu ngga dlu deh aku mending ngejar list drakor and diracin ku tco wyg,O
783,cwo kurus suka bgt liat cwe isi bawa ken tak peluk gemesin soal,O
784,angkat tangan kalau kalian golong manusia nyesel bleaching rambut,O
785,mniezz yng mau nonton the dream show gx daerah bandung yu nonton aku lgi nyari temen nieh,O
786,lihat deh lucu banget osis sekolah tco cotpkbv,O
787,engga sih kartu internet paket jangkau buat manusia engga punya byk duit tco adibrfrl,O
788,nyata laku positif suka yaa walaupun sederhana,A
789,aplikasi pertama kalian buka bangun tidur apa sender whatsapp,O
790,udh siap blm jemput sekarang tco,O
791,guys saran hastag kece tarik buat ngajak orang olahraga terimakasih,O
792,guys maaf bgt bikin kalian mikir keras tp judul kemarin yg bener maaf bgt yaa kalo kalian gak tau gapapa deh aku nyerah aja nyari film tco tco kaom,O
793,guys saran make up look tema yearbook house party dong flashproof soal foto malem pake flash thank youuu,O
794,saran kado buat temen mending tumbrl pouch make up makasih,O
795,wts abang no plus banyak minus minat reply aja,O
796,temen kelompok cosplay anime no tugas kelompok sekian,O
797,cw tik tok ngeri org pinter disalahin mulu tco,N
798,harga membership gym rata berapa yaa,O
799,iyh yh mrasa insekur tco,A
800,drop punya kaliann tco,O
801,sender puji muka manis ga ngebosenin sama temen cowok negesin kalo sender tuh ga cantik sebenernya apa dah beda manis sama cantik,O
802,cw kpop minta vt nct gak member nya ngomong gin jn one n only johnny suh ty siul lagu make a wish kolam renang dy i hate this guy jh two baddie two baddies one porsche yt diajarin ngomong johfam tp malah bilang thankyou mk its my time my cont,O
803,time to shinee hc haechanie wattayo kl taeil sm jungwoo ak mreka ngomong apa,E
804,kalo aku kebo terus kamu apa,O
805,sapa awal mara sini cung tangan tco hdhez,O
806,bayangin kamu wanita cantik no dunia,O
807,classmeet buat apa coi mending libur,N
808,udah mandi udah siap malah gajadi kelas huft untung blm berangkat,O
809,plis aku mau record call watsap jdi spill apk digunain dongg kedengeran suara,O
810,sedih kalo liat papa sender tiba tiba kena sakit stroke rasa kayak jadi cepet banget gak nyangka mau gimana semua udah jadi nerima kan,N
811,hi minta tag aku dong atheilr trimakasii tco,O
812,mending mana nama tempat sama barang sama beda cabang tuker garansi jauh asli beli situ beli baru tempat deket thank you,O
813,hari sabtu lama banget udah muak sama pas,N
814,talig hang tag label baju gt trus kalo mau pasang baju ni tali gimana cara tco rnycpkrabi,O
815,meme jawa kaya gin dongg tia tco zlxobbipc,O
816,haloo no salty tp aku mau nanya sini pake ip pro aku mau beyi tp maju mundur kata cepet panas tp aku mau denger langsung penggunanyaa kalau kasi saran baik aku beyi ip pro segi tahan lama cont,O
817,berapa tahun d makasih banyaaak maaf kalo kata salah yaaah,O
818,ngilangin kuning tas tuh gimana sih guyss tas bahan kaya kain gitu,O
819,cwe under liat ootdnya liat tinggi sender nyari referensi,O
820,gin padahal udah diupdate tco,O
821,met jgn mam bnyk,E
822,kasih saran dong gimana biar ngejauh ga chat mulu sama minta main jujur bapek engga risih iya,O
823,au inggris ga spill,O
824,mi ni mal li ma ka ta tco qaz,O
825,klo baca buku inggris ningkatin skill tulis ga sebener nya baca nya nulis nya ga,O
826,pagi enak galau tco iwpdhvdywo,O
827,kalian pas brp hari guys,O
828,komplot begal tco,O
829,barusan gempa guys stay safe semua,C
830,gempa ga sih,O
831,rekomendasi bento cake lucu dong,O
832,bikin corat coret punya qr code brush ibis warna auto gradasi gitu gaakk tia,O
833,saran timbang digital badan kalian pake ngga mudah error dong guys punya sender baru pakai bulan dah error mau gantiii terus mending baterai usb,O
834,dengerin oceans engines nya nik buah seni galau diri,N
835,suka sebel ga sm org ngomong tuh lelet gitu kata per kata jd emosi sndiri,N
836,when you lost someone bingung mau ceritain random siapa bingung mau kirim foto sama video kucing lucu siapa mau kirim orang i already annoying to him d,N
837,gempa asa sampe depok ga si gais,O
838,mau bantuin isi padlet ultah buat temenku ngga beda kota ni gabisa ngasih surprise langsung klo mau aku dm linknya jangan open dm makasii,O
839,bnrnya jg tco,A
840,guys bahasa inggris jadi lebih siap uji apa yaaa,O
841,aku make concealer somethinc shade sand kalo esqa shade truffle apa pancake yah ken ganti soal heheheh,O
842,seru terus bagus bangeeet nyesel baru nonton saranin sejening gin dong nyata seru nonton orang pinter sharing sharing tco xvilxyfznf,E
843,orang ngatur admin serah adminnya lah mau ngapain twitter semua bebas gua sendiri ngga peduli kalau mrpk strategi partai biar pilih milu krn adminnya emang asik kok tco hahymxrtsh,O
844,ciwi ciwi kalian workout kalo red days hari workout ga libur dulu,O
845,leeseo ive mirip jedar apa gue doang ngerasa,O
846,halo aku mau tanyaaku udah sakit pinggang kiri bawah bulan sakit sampe kaki chat halodoc kata kena saraf tp kemarin konsul klinik tes urine ktnya infeksi salur kemihmau tnya kalo infeksi salur kemih smpe sakit kaki kahmungkin sini cont,O
847,dokter tau mslh kaki sakit bgt rasa,O
848,sick and tired,N
849,tangan kalian pernah gksih gatel kek gatelnya klo garuk jd agk panas gtu pls help gimana biar ga gatel lg btw jd agk lenting gtu dikit tco uokte,O
850,guys kira bagus mana buat anak sma biar sampe kuliah rekomendasi terima kasih tco dunw,O
851,cara biar twit tulis kayak gitu gimana tco flpxngskeg,O
852,mau nonton dimanaaa tco aakjrgycmk,O
853,tbtb pikir tahun kemaren ak ganti chairmate sampe kali dlm tahun apa aku bikin gnyaman chairmate akhir tu ky paksa karna mau naik kls abis naik kls lgsg pindah sekolah,N
854,self rewardku tiap minggu pas sabtu naik ojol biar cepet sampe rumah biasa macet an naik angkut umum kalau kalian,O
855,gais mau nanya kucing jamur gimana btw meng sekolah tco ypigvtclyp,O
856,dongg hehe tia tco,O
857,iri iri iri iri iri iri iri iri,N
858,sekarang apa apa kaya standar cantik chindo sender jalan sama temen cowo ngomongin chindo sama sama,O
859,mwt https tco fjq,E
860,mau tanya dong kalian umur pake skincare dr gak dipake org dewasa gas formula nya ngaruh kulit ga terimakasih,O
861,sender bu rencana mau jual kira jual apa banyak minat tia,O
862,orang ga pernah pacar tbtb pagiini ad blg kamu milik aku gwe hrus apa,O
863,rill tco,O
864,titip tolongin guys gimana tco,O
865,guys mau nanya kalo mau buat atm mandiri tuh kudu nginstal app livin dulu ga usah bank dulu kalo uda daftar baru bank nya emang gitu,O
866,pliss tolongin senderr panik bgt huhuu jadi aku kan bikin surat confess gtu crushku nah sender abis mandi cari tu surat g curiga baca kakak ortu aku mesti gimana ntarrr,O
867,classmeet mending turu rumah,N
868,aneh gak tco dydkkwbhdx,O
869,abis debat ama ortu perkara uang aku baru kasih uang bilang ngga syukur padahal aku butuh udah bulan lalu bilang ngga tau diri lah padahal udah telat banget ngasih uang udahlah cape aku jadi anggur disalahin mulu ngga cont,N
870,protes,N
871,bantuin sender nyari desain tunik simpel buat jahit dong bentar udah disuru motong kain tpi sender dapet inspirasi,O
872,how to speak fluent english serious answer only a thread,O
873,sgt kece bkan tco tjwxfb,E
874,mau nanya kan kata jaring mau mati ganti kartu gimana benar mati jaring internet kartu,O
875,saran gais tco jrf,O
876,capek tau tco vfi,N
877,cw rp roleplayer guys is it okay if i use kim garam ex le sserafim for my chara i miss her,O
878,aku bukan mau ikut aku erti ekonomi keluarga,C
879,cw food jadi sender beli ayam md kemarin soal pingin makan kriuk rencana makan nah hari kulit melempem cara biar balikin kriuk kriuknya gmn thankyou,O
880,iya soal aku ngga kerja suruh rumah aja kaka aku nganggur lebih tahun tetep kasih uang saku ngga nuntasin skripsi aku minta uang buat bootcamp sama beli laci buat baju lebih rumah biar ngga beranta apa daya cont,A
881,ngga jadi debat deh urus ama ortu aku skripsi dulu nyari duit sendiri emang cuma aku magadir rumah udah ngga kerja ngga minta uang emang pantes kok disaltyin aku tco todsqzdtbp,O
882,hari kamis tco inidyz,O
883,guys kirim foto ktm buat jadi timses cakabem aman ga sih takut wkwk,O
884,cuci piring kerja rumah paporit akuhh ceunah tco,O
885,dri kmarin guru gue kgk masuk kelass mlu dhh dri ampe pulang sekolah jamkos mulu,N
886,ttd digital terus stempel gak apa ttd basaah,O
887,tutup akhir tahun mau sharing dong apa masalah berat umur kalian sekarang bagaimana kalian keluar masalah sebut apa hikmah balik semua mungkin jadi ajar buat sender lain cont,O
888,makasih udah tahan jauh yaa kamu hebat terima kasih,E
889,kalian pernah ga sih kalo ngerjain soal tuh ga pd sama jawab sendiri padahal bener poko ngeliat jawab orang paling pinter kelas dulu baru lega jadi kaya gantung gitu,O
890,halo minta saran pilihin buku sini sender bingung mau milih kado ultah buat diri sendiri bulan depan kalau pernah baca jg kasih ripiu nya makasih https tco dprbero,O
891,kalo mau malang enak bawa budget berapa exclude inap soal rumah nenek,O
892,knp sptfy malah gak munc lirik pdhl update putar lagu lirik,O
893,misal temen sender post tiktok trs likes gak sender liat siapa aja like video kaya ig gt sori gaptek baru,O
894,duduk antri puskesmas trs cewe liatin terus apa samperin aja terus colok mata,O
895,udah ngegacha kali td gacha sekali yay nay,O
896,drop last chat with your mom,O
897,kelas gue dengerin lagu pake speaker ketawa gebrak meja teriak teriak rameee bangett ampe pusing dengernya,O
898,mau ngasih ig aku mutual lawan jenis udh lama kenal lama kok takut aku gendut gak cakep takut illfeel trs gamau teman lg sama sender,N
899,dilakukam orang tua profesional tco yfufkccdj,O
900,beda senar gitar nikel ukur sama asa banget ga soal gitar putus mau beli ofc store tinggal ukur pas browsing banyak nyaranin ukur aku mula btw,O
901,kalian punya kenang apa waktu usia tahun kalo sender nang gara rebut pop icebasreng sama abang btw bantu upp yukk anak susah buat dar makan sekolah tco,O
902,ken cpt lulus sekolahhh gue udah muakk bgt ketemu orang ituu aaakkkh benci bgt,N
903,cara hilang ngantuk tidur apa,O
904,halo kenan bantu like postan tugas aku ig aku dm thank uu,O
905,risih dichat gin nomor ga kenal emg nomor wa kalo beli olshop sebar jaman sekarang tco,N
906,meme gambar kucing dong guys tia,O
907,sender tugas pkwu bikin undang nah sender bingung mau kasi nama siapa mempelai kasih saran dong nama bagus nan estetik cwo cwe,O
908,cw luka minggu lalu kaki kena knalpot motor so far ga aku kasih apa apaa trs tbtb gelembung air nya gelembung air pecah kena gesek celana trs jadi kaya pict gatel bgt dipakein salep obat apa tco zxlvzt,O
909,clinic barcode nya udah ready,O
910,hi gimana hari,E
911,mau nanya dong face id dipake buat ngelock galeri gas jd kalo mau buka galeri photos pake face id gitu tco jegaykqz,O
912,ayo beri tau aku masukin lagu rock apa tco,O
913,gais download jurnal internasional gratis tu dmna yaa butuh bngt buat tugas uas huhuhu,O
914,apple music aku kan abis lama kalo aku masukin redeemcode bakal angus ga tco iqxwq,O
915,cinta cinta alas,O
916,siapa tahu ken nyimpen tco var,O
917,minta bantu gais paham per burung biru tco,O
918,kalian nonton ga tco,O
919,gais sender udah kelas sma punya skincare rutin mauuu bgt skincarean buat sehat kulit pake ss fw mz selalu jerawat detox emang ga cocok yaa beberapa hri udah pake fw garnier scrub muncul jerawat cont,N
920,kalian saran produk pas biasa dipake makasih banyak,O
921,nonton piala dunia dimanaa yow,O
922,mantan pernah dedikasiin lagu dawin dessert buat gue apa muka gue lihat kotak wadah bittersweet,N
923,yt bahas soal dunia pararel ga sih klo bahas nntn gtuan bgt pdhl percaya ga percaya wkwk,O
924,kalian bakal isi berapa tco,O
925,kalian aku wajar ngga sih kadang marah bt kalau tinggal tidur sama pacar masalah uda sering banget kadang hari tidur emang pelor sih aku awal oke cuma waktu aku lg feeling down aku butuh kadang cont,O
926,ngga krn tidur jadi aku feeling lonely kalau aku mau marah aku ngerasa gaenak,N
927,kalo ngetweet komunitas terus jbjb masuk mentab gak,O
928,peta topografi tuh sama aja kyak peta miring lereng ga sih,O
929,terkadang ketidaktahuan tetap jadi ketidaktahuan,O
930,mau meme kepala ledak gak,O
931,spotify error,O
932,at a payphone,O
933,ajar nguasain materi gw selalu ridi ulang tco bnlgtn,N
934,kalo gaada uang ga punya temen deket mau pulang waktu habis jalan jam nunggu kelas ngapain enak sender udah bosen nongkrong depan indomaret pustaka bosen tco rogibddbnu,O
935,aku hari ultah,O
936,forget to drink water guys aku ku kerja jam paling minum tuh teguk aja dlm hari kadang malah gak liat minum sama sekali imun gak kuat jd sakit,C
937,basreng kantin sekolah gueee enakkk bangettt garing pas engga keras rasa daun jeruk nya asa tco ibrquc,E
938,yah nama hidup kadang kidding,N
939,baru tau whatsapp sekarang avatarnya tco,E
940,panggil ky gin tu darimana apa modus tipu baru tadi telpon nomerku terus tco,O
941,solo trip jogja wdyt aku cewe,O
942,jjur ak gedeg bgt sm orang kerja gk sbrapa tp istirahat lama bgt kek soal ak bayar pake berlian ni maap maap aje trus kalo ak telat ngasi kerja gamau panjang jam kerja nya tco rdvu,N
943,tunjukkin chat nice try kalian dong ken liat teman juang ku,O
944,please help me choose tia tco oal,E
945,cara nyari info magang dmn,O
946,kertas biasa nemu yaa,O
947,w kan beliii sikat bulu mata yhaaa trs dateng banyak tuh emg pake lgsg buang apa gmana tco btas,O
948,gais blackpink teh punya lagu bahasa sunda temen aku denger musik meuni heboh make handsfree pas aku tanya denger musik apa bilang blackpink judulna ti pager,O
949,gua m dighosting sama f padahal udah deket bulan an f pernah ngeghosting sini kalo izin aku ketuk dm nya ken cerita sama nanya insight terima kasihh,O
950,kalian ga udah ga minat sama banyak kayak udah capek aja gitu,O
951,emang mia khalifa beneran udah tobat,O
952,mau suprise temenku virtual kata kalian cuekin hari pas ucapin ultahnya gimana gais no zoom gmeet yaa,O
953,klian pake moist sk ngame ngga buat ngurangin bruntusan sender maju mundur mw beli makasii,O
954,cara biar smngtt idup gmn yahh loyo bgtt asa,N
955,baru tau spotify lirik di translate bahasa indonesia tco,O
956,mau pict se vibe sama dongg tco cus,O
957,guys meme jenis gin dong tco xlpguxpt,O
958,ken survei rerata usia folls convo kalian tahun usia berapa,O
959,game offline seru apa aja guis,O
960,mo tanya aja kalian pernah gak ngerasa sama orang siapa pacar bestie kalian ngerasa jadi banyak baik dateng kalian gk selalu kyk aja gitu baik jadi bilang life savior lebih sih cuman kek gatau cont,O
961,dakh knp yh,N
962,aku rencana mau be yi hp bingung ip mini kalo make ip mini liat mirror selfienya ga aku mau bandingin soal makasihh,O
963,reapply sunscreen ga cuci muka dlu gpp,O
964,akun nya ijo bantu tag joelwafies tia,O
965,kl buat nugas kira jajan apa indoapril saran tia,O
966,kalian pernah ga sih nemu orang kaya gin jadi si a punya pacar si b punya pacar si a sama si b macam fwban kalau begini tuh kok,O
967,ges kl order mekdi mesin pake voucher app ga sih kl cara gmn,O
968,kalo ngelike playlist orang tau ga,O
969,guys inituh app spotitats kalo aku click delete my account app spotify bakal tia tco vzk,O
970,pas liat nilai jelek pas tau kelas ridi semua tco,E
971,rekomendasiin kuliner malang dong mau aku masukin list buat libur kesana,O
972,tato lutut sakit bgt gak,O
973,hai sini tiktok affilate kalo mau tanya dong aku mau coba tiktok affilate aku new bie,O
974,matmin sama gk ridi sama tco,O
975,klean nyalain notif mutual ga sini sejak kapan kalo berani tag dong orang,O
976,guyss kan aku tugasnah nilai nya liat dr like dipostingnya jadi mau minta bantu like nyaa link nya aku share by dm yaaa tia,O
977,guys aku kaget bgt nyata aku lama jadi selingkuhannyaa wkwkwk udh pcran sm cweknya hampir lebih ngaku jomblo pdhl pas aku stalk ignya haeduh gws buat cwok skrng jahat bangett lngsng aku cut off blokir semua,N
978,markicob unik apa sih sampe rekomendasi tco cjnl,O
979,pake smartfren sinyal nya tiba hilang ga kaya gin padahal tadi aman aja gitu tco,O
980,guys pernah gin gak kalo wifi nya matiin langsung gk jaring gilir aktifin wifinya sinyal tpi logo telpon gitu cara benerinnya gimana tco,O
981,minta saran jadi orang asyik selalu rame jb jb in dong,O
982,ga penting sih tp ni aku mau confess cowo gais mau baca ga aku ken tau kalo orang baca gmn bantu revisi mau ntar aku dm,O
983,enak main apa yak,O
984,januari besok tahun aku pake hp pas banget ultah aku jg enak upgrade ga kalian biasa upgrade handphone brp tahun sekali,O
985,haloo jadi sender baru aja gak sengaja ngehapus semua foto file penting hp permanen cara biar dibalikin gimana plss pusing banget,O
986,tetep semangat tengah gempur sempro semhas tco gdfce,E
987,halloo mau bantu ucapin wish padlet buat ultah temenku ga,O
988,wta nonton film me before you legal mana tia,O
989,rekomendasi lipbalm warna bibir dongg thx yaa,O
990,sate pas trnyata sgt enak aku beli dapet tusuk tco,O
991,wajar gas aku marah sepupu aku soal make barang barang enak bilang aku marah malah bilang lebay pelit,N
992,kalian pernah ngalamin gasih kalo tiap selalu mual gitu cuma beberapa menit aja ya btw aku nikah ga ngapa,O
993,guyss kemaren kan w format kartu sd gara ga mindahin file terus abis w format tu kartu sd w ga mau muncul hp pdhl udah w restart hpnya kira,O
994,ss clinic barcode nya udah ready,O
995,sakit perut mulu gak sih,O
