content,sentiment
 kalo hts-an langsung silent treatment gapapa ,O
 hapus data vsco login gmail foto nya ngga sih,O
 baca uname ig beliau gimana ya guys https tco httve8ypdp,O
 orang negeri base twitter kaya indonesia ga sih gais,O
 gimana cape ngga  ur doing well today,E
 i don t wanna d1e i sometime wish i never been born at all,N
 tau ga arti tulis baca hangulnya makasihhh banyakkk https tco v4990yvcss,O
 spill  - wifi ken pasang wifi rumah cari referensi duli https tco ob3kkguqln,N
 lirik lagu nya gaes  https tco bjtyz3bv6y,O
guys mw bantuin ak ngisi angket gakk nnti l1nk ny ak taro rep mangkasie  ,O
 yg ngirim mf nimbrung ngerep sayaaa,A
 bitt3rsweet colab vas3line bentuk gemes banget woyy syg banget makan https tco rfwv6ayijf,N
 mama bilang dik ga masuk males ajar susah payah beasiswa sekolah anggap gabisa apa banggain mama wkwk kakak ku skrng anggur tp rumah jadiin raja cont,N
aowkoakwowk adek ku manja bingung sampe skrng nya hahaha sumber duit kah,N
cowo ngeselin dunia alam semesta kelas gwehj puk pukin gwehj pas sakit kepala alias wowwww ni cowo ksurupan jin yachhh ,N
 titip cw  kpop yuk yuk tau ketemu km ayok komen dn sapa mutual4n https tco wx2jzkbel5,O
 guys saran oleh joger sandal yaa,O
 gue screen record yt laptop pake windowsg pas udah selesai record ga suara ya guys,O
 hmm curiga cwo spek hilmy https tco 3ygdiq8vuc,N
 cepat kecuali nunggu 3 menit jam 1947 pas ngirim menfess d,N
 princess https tco tulgba8m5s,N
 guys maksud ya kemarin update takut  https tco tlolbxazfg,O
 sedia bantu like tugas tikt0k dm yaa barter tugas jg gapapaaa thank you,O
 unlabeled and rant ayo mutualan,N
 2023 puasa ya,O
 yangg udah update ios 16 battery health nya turun bgt gaa update tp maju mundurrr,O
 nggak sih random nge dm mutual fangirl sksd kenal nanyain kabar gitu risih nggak dapet dm gitu,O
 log in ig gak gue kemarin gabisaa,O
 hiada yg bantu isi padlet ultah bestiku ngga tolong bgt mah,O
 gapapa ngeluh tp kalo emg gakuat ceritain aja ya dipendem sndiri,N
ayo cerita yaa sender lg posisi putus minggu tetep ngehubungin mantan balik  https tco xmaqdkqexb,N
kirakira si fuze sedih gak ya  https tco ccjgahwlhb,O
 i love him but,N
 yg nyiptain tugas kelompok sih,N
 yg tau baik akun ig yg kesuspend gak bantu pls,O
makan daging babi kayak gimana sih kalo dibandingin daging ayam sapi kambing gitu daging ,O
ring ring  do you mind to be my friends a little information about me 1 i m a rp writer 2 taalkss a lot pleathe drop a topic or a simple hi below 0 lt ,N
 peluang 5 diizinin nonton konser 95 ga diizinin n diceramahin abcdxyz mending ttp nyoba izin yaudah terima ga nonton tp pgn nonton all akomodasitiket pake uang jgn saranin ga izin ak dr jkt  takud knp2,N
 good evening peeps since i m starting a new life i need a lof of friends who are willing to interact with me for a long time not just to fill up my dusty timeline i put my interest on bts txt animanga danmei amp ml i m also a casual listener of itzy nmixx cont https tco 7p08ydzysf,E
japan anime songs amp lagu lawas indonesia please leave a trace with your tmi or question to summon me i m already legal and use him as my pfp see you,N
 guys gimana ngajak mutualan anon jahat,O
 jaga sehat ya sampe sakit smgt,E
 hai kaya gin nggak ngembaliin foto video gimana ya google foto ngga https tco 6bj4tfyobf,O
 yg ig nya kesuspend cung ,A
 guys yg ip user instagramnya ga,O
 banding nang nyalahin kecewa sakit milih kuatin kasih ikhlas thp yg laluin alhamdulillah ringan,N
 gaes saranin film drama yg sedih,O
 tau balikin akun ig tangguh ngak ig banget data takut ngak ,O
 guys biar orang sabar gimana yahhh,N
temenku panik 1st acc ig nya kesuspend gak ya ,O
a casual listener of taylor swift here i m a guy with two water placement in my chart watches you and breaking bad and lately i m looking forward to chainsaw man oh i m a big fan of drake and abel tesfaye too big time wanna be my companion ,O
 guys freelancer design udah yg kenal tp jenuh bgt pake brandku yg kalo full re-brand nama yay or nay,O
 sender kelas xi sma ken nyoba cari cuan jual makan sistem preorder gituu mumpung sender tinggal kabupaten jarang kalo makan ya simple enak minat tiaa,O
 buka rek bc expresi yg ngga buku tabung worth it ngga ya,C
 guys ig suka gitu ga sih ig dri kmrin keluar buka,O
 gais ig followers nya turun drastis gak ig ku turun drastis nya aman dalem hitung menit kurang 10 followers followers kurang following ku ga kurang ya,O
help me sender pas buka ig tiba2 kaya gin akun ga ya makasihhhhh  https tco gstdnkrtdh,O
 gais jgn salty ya sender tdi uji trus kelas ngajak barter kj ajar yg beda sender langsung muncul ga nyaman gtu nolak yg gmn ya makasih banyak,O
instagram tiba2 nonaktif trs suruh masukin kode yg kirim email hp abis masukin ngga notif apa2 muter2 doang halaman diaktifin ,N
 manggil pacar  crush pake sebut ,O
 instagram bersih gimana sih ga ngapain overthinking anjir,N
 okt gin bgt liat crush foto sm cewe  masukin story judul laguny lover,N
 help cowok klo luk blkg tanda apaaaa salam pisah gue pas peluk gitu lgsg lepasin lari kabur krn salting bgt btw im 21yo https tco bd6dwp5ddm,O
 sender ultah udah ganti gaada ucapin sender balon balon pas buka accpun gaada gkpapa sih agk sedih dikit gin  hehehe,N
 tolong saran proker sekbid 10 timakasii,O
 kali belanja socolla gatau barang nya otw klik kah konfirmasi pesan klik nya pas barang nya udah https tco 4cs1ux8bp9,C
 suka sahabat lawan jenis yay or nay  trus knpah,O
saranin singkat nama kelas yg unik unik lucu tetep sopan xii akuntansi 2 doong pliss bgt kelas bikin baju sragaman bingung tulis  ,O
 kalo diinget sedih dikit sksk https tco tyjilpwpjj,N
 ya allah ayang cakep banget aaaaa,E
 cw tw  18 21 alkohol alcohol belum im sorry for asking udah umur legal do any of you have alcohol recommendations for beginner btw udah diizinin ortu minum  titip,N
 sffh mwu mwtwlan akun rant brisik,N
 folls sm following ig tiba2 kurang gakk,O
 context  tema tugas novel horror romance or slice of life,O
 oktober sucks,N
 drop photo dump yukk,E
 sih gais coba praktekin deh https tco udlxsc8cmn,O
 hmm hmm hmm https tco gymwmyghtb,N
 busett indihome deh faghhh,N
 wa cowoku ngomong gt dgn kondisi kmrn pake baju kemeja sm rok karna mamah tinggal jd ga mikirin baju gmna make yg gampang aja liat isi sedih si niat ngehibur yg hari tinggal mamah cont,N
 hidup kadang adil,N
 gais saranin sambel an anak kost,O
gmn ya   https tco ulazjfsqdm,O
 yg i g nya kena s word 1st 2nd gimana udh bom,O
 sie acara bikin yearbook mending ambil rundown tema ya,C
 hloe guise crush wibu kpopers bye oppa korea ak mw pacar cwok enimku tlg gais kiat2 mnjdi cewek enim,N
 sender join panitia trs tdi pas lgi encok nya ngurus tetiba ad kk panitia tamvan sender bru liat sihdia jrng kontribusi yh tdi brdiri dpn sender sngat pelukable pen back hug smbl blng bru liat kakak tamvan maybe jwb iyhsoalnya bru nyadar ad kmu,N
 udahan sih acara kue sus nya  takut banget tidur was was,N
 wta wta pls serius only sender cwe bgt panggil bot sm temen ni mksdnya bot tuh ya pls yg jwb bonceng ,O
 nnn serius nanya,O
 say you love me,N
 titip ges https tco tgafaevcrs,O
 wanita muslim lelaki rumah ngajak ta aruf gak posisi single kalo yg,C
 haloo teman dump a cc ig drop username aja ya samperin dm make sure to check ur dm afterwards ok,O
 pap chat terandom doi xixi,N
 rasain kalo jodoh orang alias blm ketemu skrg,O
 lolos prakerja yaa trs udah beli latih abis liat latih nya sblh yaa maaf gatau ,O
ga random ngingetin mantan ,O
 kalo nawar gin gimana wajar ngga 85 btw https tco lkar5cvmfm,C
 udah ya akun nya followers ku udah,O
 good night,E
 ga basa-basi salam kenal nanya gue lha ngechat gue  https tco hpcsbd26pm,N
 tugas kelompok hapus anggota kelompok beban banget taiii,N
 mager bgt,N
 enak gmn ya klo ganti apk tu kesan rugi bgt aku gapernah makek  https tco b5rhw3jtjf,C
 ga jebak gaul yg suka bikin lo ngerasa si salah  dr orang2 gimana,O
leaked baru samsung s23 series belakang polos banget   https tco isr3xxed3j,N
 guysss sender tolong bantu like komen postingan ig tugas sender gak banget nih ,O
 tim yg dik https tco miyjyf8oxj,O
darlin your love language is blocked me right ,N
 yaa bingung https tco yygmfxf2iw,O
 icad temen sender bkin status ginian orang kenal kah sender kaya goa https tco tho79oxkia,N
main cowok org ga ngasih tau klo udh pacar cerita cewek dikasiani ngomong gin gatega sedih bgt hilang arah kudu gimana ya  titip https tco r9c4jm8fxw,N
 ngetik send chat temenku online pas kirim 2227 centang 1 last seennya temenku 2227 hapus chat on gak dichat ya,N
 cerita,O
 curiga kalo malem telpon yg telpon aja kali ya mastiin,N
 udah ga basic skin care ya basic skin care kalo langsung exfo aman ga ya tunggu minggu bulan exfo makasih ya,O
 anak kos boros hemat at the same time hikss dilema y n https tco ppox4tnzzv,N
 besok nonton tv pake sinyal analog udah beli stb nya ,O
 guys wajar gas cewe non muslim pake jilbab sekolah gara2 rambut diwarnain no salty ya,O
 hi i just broke up hehe,N
 sender pms parah telat tp tipe people pleaser badmood nya teken dalem2 mnta semangat ga cape bgt ken nang mulu sek cr  h1 by3 m4m4 https tco hphlyk7nzc,N
 guys sayap ayam tebrang ga jedot galon nang ga,N
 aplikasi website aman ngecek unfollow instagram ya thanks ,O
 tw  mentioning mental illness sender cape bgt udah tahun obat sampe nemuin obat bener2 pas minum jangka ato ga ngurangin dosis coba2 efek macem2 cemas kalo alam cont,N
 kalo telpon wa baca ringing ngga panggil ya kecuali kalo calling,O
gimana udah minum obat sampe cocok kah obat,O
 kaya cerita haha https tco 1wzpwx8mah,O
 nanya kalo biaya cek sehat rs tuh brp ya ken nyoba periksa bikin surat sehat rs screening gejala aritmia ken coba cek takut mahal,C
fess saran wo ngecilin paha sender beli celana jeans online ngepas paha  harga lumayan tia ,O
 1 oktober,O
 so how s your october,O
 ortuku toxic gin sihh yg satu selingkuh yg satu chat2 mulu sm suami orang nang liat tp gabisa apa2 mnaa skripsi  pgn minggat kalo dah kerja,N
beli slice cake yg enak ya ngasih pacar ngekos doang beli yg slice aja yg mahal dikit gitu oh iya area zogza tia yaa saran ,O
 cepet banget udah november ngerasa taun cepet banget ga si,N
 kesel banget ga si kalo buka trending twitter isi nya ga sesuai,N
jgn gadang sayang skincare mu manis ,E
 sedih ga sempet nang cape bgt gue rencana nang tunda besok tp abis tidur lupa ma sedih yauda gitu aja curhatnya anw welcome novemberrr,N
 ig udah aman bom yak,C
 gak sih diem pikir do i like him that much asdfghjklqwertyuiop ,N
 guyss tau gak inisial pm ad https tco 1cjuroenee,O
 ga pacar ga nyakitin tetep dengerin lagu galau brutal dispotify cung https tco t87b6pdn78,N
 do you believe  is exist,O
 kalo cowok udh blg maaf butuh dlu arti pgn ga hubung lg beneran ga si alesan doang ,N
 bilang beban ga hasil sendiri ibu tau sampe skrg usaha bisa tp ya blm yg nerima kerja hak sedih,N
 sender tdi bantuin tmn ngerjain tugas kuliah trs nyesek pas ngomong lu ko si ngerjain ajar kuliah ko lu ngerti syg bgt lu pinter ga kuliah udah cmn crta aja,N
 adekku jam gin blg kak besok suruh tabung karton marah ttp jwb yaudah titip mas karton dikerjain untung suruh cangkok biji jambu km iy dah obrak abrik isi rumah ,N
 let s drop your wishes for november,E
halo ad yg mw jd pcarku gx,E
 kadang ngasih sempat gaperlu disepelein,N
 gengs ga sih bot tele practice talk in english gt,O
 sp yg ntar lgi uts sy sy sy,O
 november please be nice ,E
 halo november bulan depan kuat ya,E
 ikan hiu makan tomat ya gak hiu ovovivivar,N
 guys unsend chat tele notifnya jejak ga ya,O
 gimana november,O
 guys tolongg bgt marahin plss kmrn beli pc photocardd bias ku skrng ken beli lagiii pc bias ku tuh aduhh lucu2 bgt ishhh gamau ngeluarin duit trs nyesel gmn yahh aduh pgn beli bgt tolong marahin cont,N
dongg aaaaaa,N
 kirain kosong already have a crush https tco 2qox0bfjvm,N
 deket naksir orang udah engga mending confess engga biar lega aja sih lepasin beban udah ga ngobrol irl chat departemen kampus ,N
 lucu gak bosen pake casing kosong trus pikir gambar cwek cangtip jdi gambar doi dehh trus abistu dikasiin plastik pc trus pajang casing hp pc ekslusif https tco vogfpu1urh,O
 tolong ya guys  https tco xupeiphwu5,O
 suka sabun,O
 no salty yaa titip doang gais https tco 5ifqzsi3uq,O
 welcome november lahir wkwk gak ulang tahun november kalo tanggal,E
 halo sender dapat serius diet defisit kalori aman nggak ya sehat sender defisit kalori makan total 998 kkal pusing banget normal nggak ya thank you,O
 kira2 kalo pisah minum pagi minum malem ya https tco omb5kplgh1,C
 tidur pake headset kah takut budeg,C
 kalo kasih hadiah korek cowoku gpp dukung ngeroko suka pinjem korek temennya ngeroko nemu korek lucu niat kasih biar ga minjem minjem wdyt,C
 sang prabu tujuh ganti warna,O
 gila kamar wc sender tiba2 lampu mati kipas mati pas liat saklar lampu turun colok kipas lepas sendiri,N
 guys help jual 1 barang mending lz sp or tp ya gampang,C
 saranin playlist yt tidur plzzzz,O
 awal2 putus sebenernya sayangg banget harap ubah kangenn banget yaudah emang ga jodoh,N
 would u come back to me https tco ibxmo3gobh,O
 ketik 1 bebek https tco b1wrmwvcba,O
 wajar ga ken panggil cantik bilang cantik pacar sender panggil cantik pacar sender diitung jari alias jarang bgt,N
kok gabisa share lirik spotify igs ya gabisa tekan,O
 yeah i miss you https tco luj8dyzoan,N
 bangun main qrt deeptalk yuk,O
 and i m letting go,N
 bangun pagi karna super hectic jam gin tidur sy ,O
 tl direfresh udah mentok,O
 when you love someone you re willing to learn about them and everything that excites them,N
 kalo tidur dengerin lagu suka sleep timer menit,O
 nang alas ya aja ken nang gitu,O
 kangen makan zuppa soupppppp,O
 hayooooo lupa inget-inget coba,O
 dr bulan mohon2 balik ekwkw tp cepet banget skrg moveon ahhaha taheee ,N
 tim tidur pake musik,O
 bm pop es bangettttt hujan deres udah nahan jam 10 gak tidur ,N
  habis gaji diri sendiriiiiiiiiii,N
 bangun 3 jam tidur tuh sadar kalo usaha tidur tidur yg beneran lelap huhu gk enak banget gk,O
 ga si yg temen virtual lawan jenis sampe meet up ga ngelakuin hal yg negatif i mean bener-bener cmn teman doang soal ga berani temenan virtual cowo sampe meet up ,O
 dah bangun bom guysssss,O
bahasa inggris jl kalibata jalan kalibata smpn 122 jakarta ya thanks ,O
 selamat pagi november guys,E
 pagiii lupa subuh yg muslim lt 3,E
 ok im done coba akrab read doang gin nyerah cerewet jijik resah https tco chuytegf4d,N
beda akun beda personality ,O
 terkadang orang suka ngatur bahagia orang ya terima beda aja susah bener ga ngerugiin,N
 lumayan dapet ovo gopay ni https tco korrmuph9p,O
 teman kuliah semester 5 atas lucu cuyyy ytta ,N
 anak akuntansi pdf kosong kertas kerja gakk,O
 kasih saran klo posisi kaya gin https tco kgrpxwegxk,O
kaffaailrosyadi hbd hbd hbd traktir weehh,E
sender kelas 2 sma jurus ipa sebenernya masuk psikologi bisa saranin sender ga sender ajar kayak gimana kalo kalo linjur gitu ,C
 guys yg muslim nanya solat qalbiyah subuh rumah,O
 buu guruu b indoo akuuu seruuu bgttttt https tco 0nffgsn0j6,A
 cari gas masak knp susah bgt dehhmmm yg suruh muter-muter sampe dapet,N
 ngirim saldo 0v0 d4n4 ga sih,O
november pls be rich ,E
 selamat pagi bangun sakit perut gara-gara telat makan ,E
sender wednesday addams   https tco ajykscwon9,O
 klik trending isi orang jual doang ganggu banget ,N
welcome to desember dik ,E
 if tomorrow doesn t exist what will you do,N
 im so luckyyy  https tco afnqzuebus,E
 kalo forward email edit liat darimana sih,O
 abiss confess crush trus tanggap nya pirsa https tco uoed8tmoqf,O
 good mornin for pretty people who born in this month,E
temen kendala ongkos kerja kelompok gak kerja ttp masukin nama gak ,O
 trust issue  https tco aa3dbu9rss,N
 titip guys https tco l1a4rnctp1,O
me putting wkwk in every text i send even the one who doesn t need to di-wkwk-in  ,O
 yg muslim nanya gas doa tenang batin isi kepala kemarin berisik bgt jdi serba ga fokus solat tdi salah,N
 pagi ygy dh nyampe blm https tco ebar0be2hw,E
 nonton tv pake sinyal analog udah beli stb nya ,O
 sumpa gasuka selasa huhu tidur hari aja,N
 biasa ngucek mata kiri ya kadang abis ngucek mata jd burem pas lihat kaya benang tp lendir gitu ya,O
 sepatu pvn ngga toko offline ya,O
 jarang tolong orang temen temenku kadang bilang butuh bilang cuman udah biasa lakuin ga gitu tolong udah ga ngatasin contoh ga gerak pikir cont,N
anggap sombong orang orang mikir bantu orang butuh balas nolongin orang ga ngarep balesan ya tutup,N
 gaes nyemprot parfum total brp kali biar sender gak banyak heh,E
 moga full senyum yaa,E
 instagram privateterus nge tag instastory sana ga nge follback nge liat ga yah,C
sender pacar wajar ga si pacar kek gitu  https tco uurjjoysmw,O
 yhaa pagi diginiin https tco x4kxctp7ky,N
guysss yaaa spotify sender gada lirik  abis re-install karna gabisa share lirik eh gada lirik ,O
 guys hp jaman tuhkan belakang gabisa buka gitu ya lepas batre gitu kalo pepet buka mandiri konter gasih android huu ngehang hp-nya,O
 novembersamamu gaa,O
 gut morgen roti makan sarap enak ga guys,E
 hi bestie afh terimagaji today,E
 wta interview ya ntar jam 11 mas bingung nnya nnti hrd nya pas yg please saran yg prnh interview nnya hrd nya,O
 first meet cowo anon tele doain abis ketemu gw kaga ghosting ygy,N
ngeyelnya kaya yg kuku naga potel gasih   https tco e2jgag3df9,O
 kenang2an oktober nih hasil karya keponakan ngejedotin kepala jidat gue https tco ky6jce97av,O
 bimo maafin suka marah mulu ,N
 jauh jarak bahagia kawan,A
 yg bangun jam gin ttp sekolah egk ,O
gue abis mimpi pacar crush gue twitter seru bgt mimpi anjrt bangun langsung sedih ,N
 tema yearbook kayak cocok ngak sih https tco np5fkuxsxz,O
 sedih bgt crush suka temen gue sendiri,N
 lakuin cape ga ngomong cape,O
 crush ngejauh insecure gaya hidup update makan bk br doang sedih banget but i know my worth and its totally their loss anyway,N
  guna xl tnya sender msh kuota data tp pas liat promo harga murah kalo sender beli paket data data yg ilang ga ya https tco jo8jdbdalg,C
 cepet banget udah 2023 aja,O
 sutup pacar toxic doain ngejelasin ngerasa takut lagi have a nice day people,E
 pusing banget orang tua lengkap ngeributin finansial mulu ,N
 udah 1 november nih gap harap guys,O
 udah lost spark hubung ngembaliin spark nya gimana ya sayang ga putus,O
 b li sepatu prefer offline online store,O
 sadar akun twt ariana grande udah gak tau gak ariana deactivate twt https tco cgn6ihwdsf,O
 aja harap november,O
 kalo nambahin filter video kaya template capcut gitu pake apk yaa,O
 lega banget akun instaku semalem kena  stuck loading mulu pagi udah  udah guys https tco mihx9oyut2,O
 sebenernya jawab guys https tco axlsydudc5,O
adek ulang suka main mobile legend kalo ngasih kado yg hubung sm ml mending ngasih ya top up gitu makasih ,O
 pls noticeeee yg meme ikan hiu makan tomat k0nt0l gakk sender butuh huhuu,N
 hai km udah kali pake jatah bolos mager ,E
 anak 20 s denger lagu 90 s salah gak sih demen yg jadul gitu irama enak gitu https tco jjp3gsdhud,O
 moga november bahagia ya november no nya no problem,E
 balikin mood baca tuh gimana ya sender ken baca udah ngantuk bosenan,O
 ya allah main wish moga dapet kerja tempat yg relationship atas kerabat yg sehat gaji yg baiksistem kerja yg baik,E
 cowok kalo insecure gaya hidup cewek suka langsung mundur gitu ya  gue gapernah nuntut,N
 ya pacar ken orang lemah ken bayi manja manja only orang langsung grrrr sangaar ,N
 nggak acc twt personal profesional kek jaga image gitu,O
 sender jelas https tco ojo3mqnp6c,O
 halo kakak2 bantu gak rep aja link nya kasih reward e-wallet pilih makasih banyak https tco icom9k2s2q,E
 guys klo beli case tws robot bentuk airpods yg yaa https tco jlsfoxxh1b,O
 guys yg beli ngl link prem gak yg ditampilin username nya tipe hp nya doang yah valid gak data,C
 gais gasih panik degdegan esok malem sampe gabisa tidur semalem gitu saking panik cmn nang doang kalo panik gitu tidur bodo kayak udahlah bawa tidur cont,O
aja takut dihadepin gabisa kabur wajar gasih capek kayak gin gatau hrs gmna,N
 gak sih ngerasa kayak teror gitu mutualan ditwt gara2 obsesi banget posisi risih banget dispam dm dikirimin secret message dah bilang gak tarik gak sadar2 ya cont,O
blokir,O
 ga pikir hilang aja minggu biar tau nyariin khawatir aja ,N
 tw  abuse gimana https tco nj9ejcopfu,O
 ig tuh muter2 loading tp notif masuk tp pas coba login salah pw trs trs coba buka chrome bisaa tp ga masukin usn pw gtu jd langsung msuk ganti pw chrome gabisa pw nya salah mulu gmnaa yaa huhu,O
 emang twitt3r update jelek nge-lag update takut jelek bgt kalo ga update ga login akun,C
main gardenspace lolos kesini darimana ya tanggung banget tinggal misi  makasih udah bantu jawab  https tco 50rlroq3xd,O
 how to find international friends,O
 guys rekomendasiin dry shampoo pake hehe thankiesss,O
 fase baru berangkat sekolah ken langsung pulang gegara lu kelas ngerasa g temen,N
 gimana ya ikhlas gimana mantan nyakitin kadang ngerasa gak adil udah bahagia pacar baru struggle trust issues yg,N
 guys pa bole bantu like reels akuuu dm ya ,O
 safe flight  i love youuuuu  enxcept,E
guys mastip nya bulan beli kuota bulan gak sih nambah mastip beli pulsa btw kartu xl ya  https tco qqvjm5huuf,C
november jahat jahat yaa ,E
 sender olahraga kelas crush sender saranin caper yg ga hwhwhw,O
 yg pke ga mending pke cushion ya bngung https tco mseuhyuo8m,O
saran earphone m niso ku pake min so ga awet  https tco 2mqxiymefa,O
 instagramnya khusus post lomba volunteer mutualan yukkk akun reply username aja ya follow,O
 teman orang tetep ngerasa ken tau kalai cerita langsung nyari https tco 4b9kt0txre,N
 buka ig skrg aman ga sih sender blm buka ig semalem buka takut ilang huhuu,C
guys udah aman ya kalo buka ig ,C
 i g udah aman ya buka tp msh takut,C
 at least i have my self https tco 4qoxsguax7,O
 aja yg mapel matkul nya berat,O
titik posisi yg yg dapat yg hilang ,O
 cw  food ada udah nyobain martabak balik gimana https tco a0jxddunxl,O
kopi ku jatoh gaissedi bgtpdhl lg bm   https tco yftk0zfska,N
 hilang bau mulut gimana ya,O
 november be rice pls ,O
 liat tweet cowok nyalahin udh kebaperan kek gaterima udah dm cewek emang beneran salah gatau sedih aja pliss cheer me up https tco dcbvabilvn https tco tirnyujrth,O
 saran  https tco qhen8hmkey,O
 self love tuh knp susah bgt ya gampang ngomong orang jgn insecure tp susah nerapin,O
 biar mam omg  https tco jgxrsyr8ez,O
 guys saran lagu playlist https tco hjwcq4b2fe,O
 rangin deh share base isi aplikasi belah sw temen orang dekat izin cf instagram nyari temen julid base,C
 ga si gemes bahu cowo klen yg liat gagah kek bawa ken gigit ,O
 awal november,O
 kira2 salah gak klo ngasih tau adik biar nurut ortu sbg balas krna apa yg dipenuhin ortu adik cewe msh kls 5 sd kadang ngebangkang omong ortu btw nurutnya baik kek sekolah ajar,O
 roleplayer context misal anak rp sma umur 17-18 taun pacar umur 23 masuk grooming child,O
 kucing tin ikut marah ya https tco 3qadv8dxbk,O
november my birth month pls be kind ,O
 ad yg muk jd pcr ak g,O
 guys bahasa inggris nya taruh bola regal wadah isi cas lumur ceres yaa makasii,O
 jalan jalan beli paku ayo bantu https tco ovtjern6oq,E
 capek banget ril https tco mjirs922un,N
 nenyeee,O
 sender kopi gitu trus kasi susu tpi putih gin ya  gugel kadaluarsa sender liat ed nya mas banget ga aneh yg gin minum ngga ya krn kopi nya panas ya trus langsung kasi cont https tco hcgb0qy3sv,O
susu makasii ,E
 gin banget nasib figuran circle aja tinggal ga ajak haha,N
selamat pagi sambut turun hujan  https tco pzhjvwawes,E
 cewe cantik gt gt gt cowo ganteng,O
 pake gimana guys https tco 9a5pwp48nh,O
